,course_name,course_category,course_subcategory,students_enrolled,course_difficulty,course_rating,course_rating_count
2904,Exploring Light: Hands-on Activities and Strategies for Teachers,Physical Science and Engineering,Physics and Astronomy,"4,677",Intermediate Level,4.8,44 ratings
2905,Learning to Teach Online,Social Sciences,Education,"295,729",Beginner Level,4.7,
2906,Teaching the Violin and Viola: Creating a Healthy Foundation,Arts and Humanities,Music and Art,"10,554",Approx. 12 hours to complete,4.7,
2907,Foundations of Teaching for Learning: Curriculum,Social Sciences,Education,"28,026",Approx. 11 hours to complete,4.5,241 ratings
2908,Foundations of Teaching for Learning: Developing Relationships,Social Sciences,Education,"9,442",Approx. 12 hours to complete,4.7,117 ratings
2909,"Teacher SEL: Programs, Possibilities, and Contexts",Social Sciences,Education,"8,629",Advanced Level,4.8,92 ratings
2910,The Teacher's Social and Emotional Learning,Social Sciences,Education,"34,345",Advanced Level,4.7,
2911,Foundations of Teaching for Learning: Introduction,Social Sciences,Education,"26,515",Approx. 8 hours to complete,4.6,642 ratings
2912,Techniques for Teaching Adjectives and Adjective Clauses,Language Learning,Learning English,"6,099",Intermediate Level,4.4,27 ratings
2913,Foundations of Teaching for Learning Capstone: The Reflective Practitioner,Social Sciences,Education,0,Approx. 4 hours to complete,4.3,14 ratings
2914,Teaching Character and Creating Positive Classrooms ,Social Sciences,Education,"53,792",Approx. 10 hours to complete,4.8,714 ratings
2915,Teaching Tips for Tricky English Grammar,Language Learning,Learning English,"20,066",Intermediate Level,4.5,34 ratings
2916,English for Teaching Purposes,Language Learning,Learning English,"64,747",Approx. 13 hours to complete,4.6,
2917,Teach English Now! Capstone Project 1,Social Sciences,Education,"226,889",Approx. 33 hours to complete,4.9,"1,378 ratings"
2918,Teach English Now! Capstone Project 2,Language Learning,Learning English,"115,875",Beginner Level,4.9,535 ratings
2919,Teaching Intermediate Grammar Project,Language Learning,Learning English,"2,933",Intermediate Level,4.4,
2920,Evolution: A Course for Educators,Health,Basic Science,"20,576",Approx. 10 hours to complete,4.7,270 ratings
2921,Foundations of Teaching for Learning: Learners and Learning,Social Sciences,Education,"8,757",Approx. 12 hours to complete,4.6,
2922,Powerful Tools for Teaching and Learning: Web 2.0 Tools,Social Sciences,Education,"17,974",Beginner Level,4.6,131 ratings
2923,Foundations of Teaching for Learning: Planning for Teaching and Learning,Social Sciences,Education,"12,262",Approx. 12 hours to complete,4.8,
2924,Teaching Popular Music in the Classroom,Social Sciences,Education,"10,765",Approx. 8 hours to complete,4.6,17 ratings
2925,Advanced Instructional Strategies in the Virtual Classroom,Social Sciences,Education,"49,938",Approx. 9 hours to complete,4.5,
2926,Strategies for Teaching Perfect Tenses and Modals,Language Learning,Learning English,"26,511",Intermediate Level,4.4,62 ratings
2927,Teaching Science at University,Personal Development,Personal Development,"10,487",Beginner Level,4.5,113 ratings
2928,Teach English Now! Teaching Language Online,Language Learning,Learning English,"84,322",Approx. 12 hours to complete,4.6,
2929,Culture-Driven Team Building Capstone ,Business,Leadership and Management,"2,399",Beginner Level,4.7,16 ratings
2930,The Power of Team Culture,Business,Leadership and Management,"9,800",Beginner Level,4.6,292 ratings
2931,Teamwork Skills: Communicating Effectively in Groups,Business,Leadership and Management,"370,218",Beginner Level,4.7,"1,762 ratings"
2932,TECH MeD: Transdisciplinary Education for Critical Hacks of Medical Devices,Health,Healthcare Management,"4,954",Approx. 8 hours to complete,,17 ratings
2933,Creating and Developing a Tech Startup,Business,Entrepreneurship,"8,409",Approx. 11 hours to complete,4.1,68 ratings
2934,Technical Support Fundamentals,Information Technology,Support and Operations,"7,186,124",Beginner Level,4.8,"54,470 ratings"
2935,Technical Writing,Language Learning,Learning English,"116,268",Intermediate Level,4.6,351 ratings
2936,Techniques of Design-Oriented Analysis,Physical Science and Engineering,Electrical Engineering,"13,214",Intermediate Level,,
2937,"Technology Commercialization, Part 1: Setting up your Idea Filtering System",Business,Entrepreneurship,"2,288",Approx. 8 hours to complete,4.2,34 ratings
2938,Technology Leadership and Entrepreneurship,Business,Business Strategy,"9,564",Beginner Level,,7 ratings
2939,The Technology of Music Production,Arts and Humanities,Music and Art,"132,380",Approx. 19 hours to complete,4.8,747 ratings
2940,A tecnologia da produção musical ,Arts and Humanities,Music and Art,"5,088",Beginner Level,,30 ratings
2941,"Sequences, Time Series and Prediction",Data Science,Machine Learning,"303,798",Approx. 13 hours to complete,4.6,"3,146 ratings"
2942,Terrorism and Counterterrorism: Comparing Theory and Practice,Social Sciences,Governance and Society,"67,537",Beginner Level,4.8,"2,588 ratings"
2943,"Teach English Now! Second Language Listening, Speaking, and Pronunciation",Language Learning,Learning English,"140,265",Beginner Level,4.9,"1,135 ratings"
2944,Teach English Now! Technology Enriched Teaching,Language Learning,Learning English,"120,678",Beginner Level,4.9,
2945,"Teach English Now! Second Language Reading, Writing, and Grammar ",Language Learning,Learning English,"228,724",Beginner Level,4.9,
2946,test empty shell cp-3041,Data Science,Data Analysis,0,Approx. 1 hour to complete,,
2947,Text Mining and Analytics,Data Science,Data Analysis,"36,678",Approx. 33 hours to complete,4.5,576 ratings
2948,Hands-on Text Mining and Analytics,Data Science,Data Analysis,"6,190",Intermediate Level,3.9,
2949,Text Retrieval and Search Engines,Data Science,Data Analysis,"37,126",Approx. 31 hours to complete,4.5,756 ratings
2950,What does it mean to identify as Transgender or Gender Non-Conforming (TGNC)?,Personal Development,Personal Development,"10,738",Beginner Level,4.5,54 ratings
2951,The Arctic as a System,Physical Science and Engineering,Environmental Science and Sustainability,0,Approx. 12 hours to complete,,
2952,The Music of the Beatles,Arts and Humanities,Music and Art,"15,962",Approx. 14 hours to complete,4.8,586 ratings
2953,The Big Stuff: Evolution and Ecology,Health,Basic Science,"8,290",Beginner Level,,
2954,The Blues: Understanding and Performing an American Art Form,Arts and Humanities,Music and Art,"16,295",Approx. 11 hours to complete,4.8,
2955,The Business of Product Management I,Business,Leadership and Management,"34,630",Approx. 15 hours to complete,4.6,7 ratings
2956,The Cycle: Management of Successful Arts and Cultural Organizations,Arts and Humanities,Music and Art,"23,604",Beginner Level,4.8,404 ratings
2957,The Data Science of Health Informatics,Health,Health Informatics,"23,131",Approx. 10 hours to complete,4.7,
2958,The Holocaust: The Destruction of European Jewry,Arts and Humanities,History,"8,332",Approx. 30 hours to complete,4.6,
2959,"The Little Stuff: Energy, Cells, and Genetics",Health,Basic Science,"12,550",Beginner Level,,
2960,The Outcomes and Interventions of Health Informatics,Health,Health Informatics,"9,880",Approx. 7 hours to complete,4.5,
2961,"The Power of Machine Learning: Boost Business, Accumulate Clicks, Fight Fraud, and Deny Deadbeats",Data Science,Machine Learning,"47,767",Approx. 13 hours to complete,4.9,53 ratings
2962,Foundations of Public Health Practice: The Public Health Toolkit ,Health,Public Health,"23,811",Beginner Level,4.5,26 ratings
2963,The Science of Well-Being,Personal Development,Personal Development,"5,096,381",Approx. 19 hours to complete,4.9,"22,496 ratings"
2964,The Social and Technical Context of Health Informatics,Health,Health Informatics,"48,803",Approx. 9 hours to complete,4.2,219 ratings
2965,"The American South: Its Stories, Music, and Art",Arts and Humanities,Music and Art,"12,681",Approx. 7 hours to complete,4.5,324 ratings
2966,The Talmud: A Methodological Introduction,Arts and Humanities,History,"7,817",Approx. 15 hours to complete,4.6,
2967,Introduction to Thermodynamics: Transferring Energy from Here to There,Physical Science and Engineering,Mechanical Engineering,"154,356",Beginner Level,4.8,"2,313 ratings"
2968,Paleontology: Theropod Dinosaurs and the Origin of Birds,Health,Basic Science,"21,715",Approx. 9 hours to complete,4.9,"1,064 ratings"
2969,The Worldview of Thomas Berry:  The Flourishing of the Earth Community,Arts and Humanities,History,"5,300",Approx. 24 hours to complete,4.7,110 ratings
2970,Thoracic Oncology,Health,Basic Science,"23,415",Advanced Level,4.9,290 ratings
2971,Thrive in Trying Times Teach-Out,Personal Development,Personal Development,0,Beginner Level,4.3,
2972,Specialized Models: Time Series and Survival Analysis,Data Science,Machine Learning,"7,388",Intermediate Level,,
2973,Time Value of Money,Business,Finance,"35,791",Approx. 13 hours to complete,4.8,584 ratings
2974,Tinkering Fundamentals: Circuits,Personal Development,Personal Development,"4,066",Beginner Level,4.7,41 ratings
2975,Tinkering Fundamentals: Motion and Mechanisms,Personal Development,Personal Development,"3,834",Beginner Level,5.0,24 ratings
2976,Get Organized: How to be a Together Teacher,Social Sciences,Education,"21,167",Approx. 8 hours to complete,4.7,576 ratings
2977,Toledo: Deciphering Secrets of Medieval Spain,Arts and Humanities,History,"3,661",Intermediate Level,,10 ratings
2978,Building a Toolkit for Your Sales Process,Business,Business Essentials,"7,850",Beginner Level,4.7,
2979,Management of International Development: Towards Agenda 2030,Business,Leadership and Management,"1,507",Approx. 6 hours to complete,,
2980,Toxicology 21: Scientific Applications,Health,Basic Science,"13,990",Intermediate Level,4.7,53 ratings
2981,"Trade, Immigration and Exchange Rates in a Globalized World",Social Sciences,Economics,"22,713",Beginner Level,4.8,
2982,Trademark Law,Social Sciences,Law,"17,131",Approx. 18 hours to complete,4.8,116 ratings
2983,Trading Algorithms,Business,Finance,"44,495",Intermediate Level,4.6,
2984,Trading Basics,Business,Finance,"116,442",Beginner Level,4.0,"1,377 ratings"
2985,Reinforcement Learning for Trading Strategies,Data Science,Machine Learning,"15,473",Approx. 12 hours to complete,3.7,
2986,Nursing Informatics Training and Education,Health,Health Informatics,"7,599",Intermediate Level,4.8,44 ratings
2987,Transacting on the Blockchain,Business,Business Strategy,"39,290",Approx. 16 hours to complete,4.8,608 ratings
2988,Transformation of the Global Food System,Physical Science and Engineering,Environmental Science and Sustainability,"49,438",Beginner Level,4.8,241 ratings
2989,Transforming Communities,Business,Leadership and Management,"7,899",Beginner Level,4.5,21 ratings
2990,Transgender Medicine for General Medical Providers,Health,Patient Care,"7,056",Approx. 7 hours to complete,4.8,
2991,Transistor - Field Effect Transistor and Bipolar Junction Transistor,Physical Science and Engineering,Electrical Engineering,"12,319",Advanced Level,,33 ratings
2992,Transitions in Care from Survivorship to Hospice,Health,Patient Care,0,Approx. 10 hours to complete,,
2993,Translation in Practice,Language Learning,Learning English,"40,846",Beginner Level,4.1,77 ratings
2994,"Transmedia Storytelling: Narrative worlds, emerging technologies, and global audiences",Arts and Humanities,Music and Art,"94,682",Approx. 25 hours to complete,4.7,
2995,Transmedia Writing,Arts and Humanities,History,"19,888",Beginner Level,4.4,37 ratings
2996,Cross-border road transport in EU law context,Social Sciences,Law,"3,648",Advanced Level,,
2997,iOS Project: Transreality Game,Computer Science,Mobile and Web Development,"1,546",Approx. 10 hours to complete,,
2998,Trauma Emergencies and Care,Health,Patient Care,"37,547",Beginner Level,4.9,205 ratings
2999,The Basics of Trauma Surgery,Health,Patient Care,"9,674",Approx. 12 hours to complete,4.5,71 ratings
3000,Tricky American English Pronunciation,Language Learning,Learning English,"420,084",Beginner Level,4.7,
3001,Tricky English Grammar,Language Learning,Learning English,"230,692",Approx. 25 hours to complete,4.8,945 ratings
3002,Troubleshooting and Debugging Techniques,Information Technology,Cloud Computing,"215,415",Beginner Level,4.6,936 ratings
3003,"Anatomy of the Chest, Abdomen, and Pelvis",Health,Basic Science,"80,146",Intermediate Level,4.8,996 ratings
3004,Osteoarchaeology: The Truth in Our Bones,Health,Basic Science,"45,532",Beginner Level,4.7,
3005,Types of Conflict,Business,Business Essentials,"58,213",Approx. 5 hours to complete,4.4,
3006,Introduction to Typography,Arts and Humanities,Music and Art,"278,298",Beginner Level,4.8,"4,117 ratings"
3007,Ubiquitous Learning and Instructional Technologies,Social Sciences,Education,"24,004",Approx. 13 hours to complete,4.3,25 ratings
3008,Учительський коучинг: сприяння розвитку сталих змін,Social Sciences,Education,"2,482",Approx. 8 hours to complete,,
3009,The Blockchain,Computer Science,Algorithms,"12,129",Beginner Level,4.3,
3010,Best Practices for iOS User Interface Design,Computer Science,Mobile and Web Development,"4,394",Approx. 16 hours to complete,4.6,184 ratings
3011,Introduction to UI Design,Computer Science,Design and Product,"94,023",Beginner Level,4.7,962 ratings
3012,UI Design Capstone,Computer Science,Design and Product,"4,941",Approx. 17 hours to complete,4.5,55 ratings
3013,Evaluating User Interfaces,Computer Science,Design and Product,"15,935",Approx. 12 hours to complete,4.7,180 ratings
